炉号,C_Yield_true,C_Yield_predict
7A06686             ,0.9340434655287818,0.9167122
7A06685             ,0.9416415662650603,0.9171419
7A06684             ,0.9465779785809904,0.9466049
7A06683             ,0.8907796792264601,0.8978629
7A06680             ,0.9142124051762608,0.91514605
7A06679             ,0.9482304216867471,0.9238547
7A06678             ,0.9387211006186909,0.94484663
7A06677             ,0.9032329317269076,0.91748023
7A06676             ,0.8872413998097656,0.8965031
7A06675             ,0.9203313253012048,0.9237623
7A06674             ,0.8746259873932817,0.8706496
7A06673             ,0.8978690736973871,0.89116424
7A06672             ,0.8936963607856081,0.89942217
7A06669             ,0.8754216867469881,0.87614334
7A06668             ,0.8612778817974601,0.86445254
7A06667             ,0.8848287888395688,0.86992836
7A06666             ,0.8920200670230591,0.8859276
7A06665             ,0.8956626506024096,0.88429964
7A06664             ,0.9062004597336716,0.8734485
7A06663             ,0.8802464761004802,0.8887021
7A06662             ,0.8879193243562485,0.9025073
7A06661             ,0.9153484441362572,0.8894543
7A06660             ,0.8578683504783253,0.87966514
7A06659             ,0.8861965101786454,0.89707637
7A06658             ,0.9066204939518552,0.9143318
7A06657             ,0.9291361496762792,0.93276656
7A06656             ,0.935846188492287,0.94506884
7A06655             ,0.9385866249809364,0.93233037
7A06654             ,0.9433940696371824,0.9344739
7A06653             ,0.8526516781411361,0.8754486
7A06652             ,0.9045600777200008,0.8964003
7A06651             ,0.9072865241841336,0.91252583
7A06650             ,0.9119704624951416,0.8803971
7A06649             ,0.9147213855421684,0.9036883
7A06648             ,0.9070831713952584,0.91632605
7A06647             ,0.929152214920287,0.92197716
7A06646             ,0.9592646447860406,0.96131957
7A06645             ,0.9370170336518489,0.9329669
7A06644             ,0.931346073950976,0.93671834
7A06643             ,0.9098895582329316,0.9224199
7A06642             ,0.9214681305868636,0.90763015
7A06641             ,0.9655685240963854,0.9612996
7A06640             ,0.932188212308694,0.92356056
7A06639             ,0.9189917564996828,0.9109057
7A06637             ,0.9263544243197956,0.9192183
7A06636             ,0.9163472070098574,0.8985388
7A06635             ,0.9214447074010328,0.9228247
7A06634             ,0.8833462883793237,0.8912572
7A06633             ,0.8958490210843373,0.8927009
7A06631             ,0.9235881024096384,0.9134696
7A06629             ,0.9261671686746986,0.93697155
7A06628             ,0.9420039533132529,0.9407592
7A06627             ,0.9054969879518069,0.9256418
7A06625             ,0.952484939759036,0.9407592
7A06624             ,0.9251090902069816,0.9245715
7A06623             ,0.9333584337349397,0.94099295
7A06622             ,0.9225797420451032,0.9312757
7A06620             ,0.9463409192324854,0.93710107
